City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,pundong,-7.9522,110.3486,25.68,89,100,1.41,ID,1704327249
366,nadym,65.5333,72.5167,-18.81,93,100,8.24,RU,1704327249
367,alesund,62.4723,6.1549,-1.92,46,20,8.75,NO,1704327250
368,port lincoln,-34.7333,135.8667,18.48,87,99,7.18,AU,1704327250
369,kailua-kona,19.6406,-155.9956,26.98,69,0,3.6,US,1704327251
370,port macquarie,-31.4333,152.9167,29.38,68,74,2.5,AU,1704327251
371,santa eularia des riu,38.9846,1.5341,15.5,87,0,0.51,ES,1704327252
372,carinhanha,-14.3047,-43.765,22.69,94,100,1.8,BR,1704327252
373,chestertown,39.209,-76.0666,5.01,74,96,2.01,US,1704327252
374,quellon,-43.1167,-73.6167,14.83,79,35,1.66,CL,1704327253
375,imbituba,-28.24,-48.6703,21.2,89,98,2.14,BR,1704327110
376,rwamagana,-1.9487,30.4347,17.05,98,100,1.5,RW,1704327254
377,sokode,8.9833,1.1333,22.84,53,82,3.09,TG,1704327254
378,yermentau,51.6214,73.1069,-10.4,87,100,2.48,KZ,1704327255
379,vodnyy,63.5046,53.4095,-28.66,100,76,2.4,RU,1704327255
380,thief river falls,48.1191,-96.1812,-8.47,79,100,4.12,US,1704327150
381,inverell,-29.7833,151.1167,30.93,48,80,3.13,AU,1704327256
382,hithadhoo,-0.6,73.0833,27.93,75,97,2.04,MV,1704327257
383,orumiyeh,37.5527,45.0761,-1.25,74,0,5.14,IR,1704327257
384,mudgee,-32.5943,149.5871,30.44,44,100,1.69,AU,1704327080
385,scarborough,54.2797,-0.4044,7.59,93,99,1.3,GB,1704326978
386,sault ste. marie,46.5168,-84.3333,-6.69,68,100,5.14,CA,1704326975
387,geneina,13.45,22.45,18.15,18,50,4.85,SD,1704327259
388,guarapari,-20.6667,-40.4975,25.5,91,100,2.84,BR,1704327260
389,arauca,7.0847,-70.7591,27.89,47,84,0.95,CO,1704327241
390,north bay,46.3168,-79.4663,-2.25,85,100,8.23,CA,1704327260
391,port alfred,-33.5906,26.891,20.53,88,100,4.88,ZA,1704327261
392,terra santa,-2.1042,-56.4869,27.86,67,97,1.47,BR,1704327261
393,tarnogskiy gorodok,60.4997,43.5761,-33.99,100,13,1.12,RU,1704327262
394,bayramaly,37.6185,62.1671,10.72,39,98,4.52,TM,1704327262
395,mount gambier,-37.8333,140.7667,20.39,54,100,5.45,AU,1704327263
396,nioki,-2.7167,17.6833,22.47,96,100,1.44,CD,1704327263
397,parabel',58.6978,81.4825,-36.16,99,15,2.24,RU,1704327263
398,bel ombre,-4.6167,55.4167,26.91,83,40,1.54,SC,1704327264
399,outjo,-20.1167,16.15,23.28,59,79,2.83,NA,1704327264
400,sao vicente,-23.9631,-46.3919,26.26,54,80,1.34,BR,1704327265
401,vernon,50.2581,-119.2691,4.23,90,100,0.0,CA,1704327243
402,kukawa,12.9234,13.5606,21.04,50,81,4.05,NG,1704327266
403,riviere-du-loup,47.8304,-69.5342,0.49,86,93,3.09,CA,1704327266
404,tazacorte,28.629,-17.9293,17.54,77,0,2.57,ES,1704327267
405,pyt-yakh,60.7499,72.8582,-34.08,95,6,2.23,RU,1704327267
406,monrovia,6.3005,-10.7969,26.21,84,21,2.83,LR,1704327268
407,kenai,60.5544,-151.2583,-0.97,69,100,9.77,US,1704327000
408,hammerfest,70.6634,23.6821,0.25,74,40,5.66,NO,1704327269
409,khash,28.2211,61.2158,9.08,66,0,1.77,IR,1704327270
410,nandurbar,21.3667,74.25,19.76,55,0,1.26,IN,1704327270
411,fengcheng,40.4536,124.0717,-10.52,96,62,0.78,CN,1704327270
412,arroyo de la luz,39.4851,-6.584,11.25,98,100,2.31,ES,1704327271
413,vilyuysk,63.7553,121.6247,-34.4,100,99,2.02,RU,1704327271
414,sisimiut,66.9395,-53.6735,-6.71,71,96,5.09,GL,1704327272
415,al aaroui,35.0118,-3.0045,17.14,53,0,1.03,MA,1704327272
416,chopda,21.25,75.3,20.41,54,17,0.74,IN,1704327273
417,valparaiso,-33.0393,-71.6273,17.8,82,75,3.6,CL,1704327273
418,coron,11.9986,120.2043,27.53,78,57,1.49,PH,1704327274
419,kalix,65.853,23.1565,-27.83,100,100,1.26,SE,1704327274
420,aconibe,1.2968,10.9369,20.54,95,59,1.4,GQ,1704327275
421,ola,59.5833,151.2833,-25.99,90,39,2.92,RU,1704327275
422,carlsbad,33.1581,-117.3506,16.3,74,0,6.26,US,1704327031
423,terme,41.2092,36.9739,15.96,58,100,3.72,TR,1704327276
424,north bend,43.4065,-124.2243,10.14,81,100,5.14,US,1704327276
425,severo-yeniseyskiy,60.3725,93.0408,-35.97,100,98,1.95,RU,1704327277
426,shelton,41.3165,-73.0932,4.73,69,100,3.09,US,1704327062
427,bata,1.8639,9.7658,26.66,85,59,3.65,GQ,1704327277
428,conception bay south,47.4999,-52.9981,0.31,87,100,0.99,CA,1704327278
429,yanykurgan,43.915,67.2481,1.18,54,47,3.76,KZ,1704327278
430,masterton,-40.9597,175.6575,18.82,44,100,3.41,NZ,1704327086
431,polyarnyy,69.1989,33.4478,-14.32,81,100,9.52,RU,1704327279
432,bratca,46.9333,22.6167,7.42,94,96,6.41,RO,1704327279
433,mpraeso,6.5932,-0.7346,22.59,86,55,1.84,GH,1704327280
434,soio,-6.1349,12.3689,24.41,76,100,2.05,AO,1704327280
435,ntoum,0.3833,9.7833,24.52,93,70,1.25,GA,1704327281
436,uturoa,-16.7333,-151.4333,26.79,85,100,4.33,PF,1704327281
437,salinas,36.6777,-121.6555,14.6,77,100,8.23,US,1704327261
438,rio claro,-22.4114,-47.5614,20.55,90,92,2.9,BR,1704327282
439,umm qasr,30.0405,47.9168,9.93,67,0,4.7,IQ,1704327283
440,jingdezhen,29.2947,117.2079,4.85,78,83,0.83,CN,1704327283
441,powell,40.1578,-83.0752,3.67,87,100,6.69,US,1704327284
442,conceicao do araguaia,-8.2578,-49.2647,24.34,94,100,2.45,BR,1704326994
443,tanout,14.9709,8.8879,17.59,19,52,4.89,NE,1704327285
444,manicore,-5.8092,-61.3003,27.02,70,50,1.44,BR,1704327285
445,ciudad insurgentes,25.2625,-111.7753,19.96,41,0,5.62,MX,1704327286
446,san antonio de pale,-1.4014,5.6325,27.11,78,79,6.2,GQ,1704327286
447,mil'kovo,55.6078,37.7956,-23.14,92,27,3.02,RU,1704327286
448,sile,41.1754,29.6133,13.09,66,61,0.89,TR,1704327287
449,puerto deseado,-47.7503,-65.8938,21.91,34,57,8.98,AR,1704327287
450,portland,45.5234,-122.6762,10.45,91,75,4.63,US,1704326906
451,anloga,5.7947,0.8973,27.73,84,78,4.53,GH,1704327288
452,la rioja,42.25,-2.5,0.88,64,100,2.11,ES,1704327289
453,dalai,45.5,124.3,-9.38,89,82,5.69,CN,1704327289
454,eureka,40.8021,-124.1637,11.63,90,69,0.89,US,1704327188
455,soroti,1.7146,33.6111,22.69,65,88,1.58,UG,1704327290
456,okha,53.5739,142.9478,-22.31,96,98,1.0,RU,1704327291
457,siracusa,37.0881,15.2792,12.77,65,35,6.32,IT,1704327291
458,socorro,31.6546,-106.3033,15.03,34,0,3.6,US,1704327284
459,juan griego,11.0817,-63.9655,26.33,80,86,6.79,VE,1704327292
460,saint-philippe,-21.3585,55.7679,25.77,84,99,2.2,RE,1704327292
461,sevastopol,44.6,33.5333,9.44,74,100,1.79,UA,1704327293
462,swift current,50.2834,-107.8014,-6.55,93,100,7.72,CA,1704327289
463,howard springs,-12.497,131.047,32.15,75,91,1.75,AU,1704327293
464,hilo,19.7297,-155.09,25.14,79,100,5.66,US,1704327294
465,bovril,-31.3431,-59.4451,24.95,68,41,4.05,AR,1704327294
466,meadow lakes,61.6247,-149.6011,0.66,64,75,9.77,US,1704327295
467,muisne,0.6,-80.0333,24.82,93,98,3.21,EC,1704327295
468,san felipe,10.3399,-68.7425,22.97,97,78,1.88,VE,1704327296
469,kincardine,56.0667,-3.7167,7.53,94,97,2.76,GB,1704327296
470,sarabia,20.5092,-101.0925,20.03,20,31,1.5,MX,1704327296
471,harar,9.3094,42.1258,12.7,57,5,3.32,ET,1704327297
472,pangody,65.85,74.4859,-19.33,95,100,7.95,RU,1704327297
473,ciudad lazaro cardenas,17.9583,-102.2,25.4,68,1,2.16,MX,1704327188
474,flin flon,54.7682,-101.865,-12.09,79,75,1.54,CA,1704327298
475,voinjama,8.4219,-9.7478,19.92,55,20,0.72,LR,1704327298
476,san mariano,7.5,126.0,24.85,84,3,1.09,PH,1704327299
477,south williamsport,41.232,-76.9991,3.36,73,100,1.54,US,1704327299
478,kertih,4.5141,103.4483,26.01,94,40,1.54,MY,1704327300
479,tupancireta,-29.0806,-53.8358,18.8,96,40,3.57,BR,1704327301
480,bartlesville,36.7473,-95.9808,6.68,66,1,2.3,US,1704327137
481,nar'yan-mar,67.6713,53.087,-11.62,93,100,6.45,RU,1704327302
482,salaqi,40.5414,110.5108,-13.61,87,8,1.52,CN,1704327303
483,el nido,11.1858,119.3956,27.39,80,23,3.06,PH,1704327303
484,antonio enes,-16.2325,39.9086,25.18,88,100,3.54,MZ,1704327304
485,ad dilam,23.9915,47.1627,16.23,74,2,3.29,SA,1704327024
486,manokwari,-0.8667,134.0833,28.34,72,97,0.37,ID,1704327305
487,port blair,11.6667,92.75,25.02,88,20,2.06,IN,1704327306
488,siroki brijeg,43.3833,17.5928,6.51,93,100,1.41,BA,1704327307
489,bintulu,3.1667,113.0333,27.23,94,20,0.0,MY,1704327308
490,kenora,49.8167,-94.4337,-10.46,67,75,2.06,CA,1704327309
491,gunjur,13.2019,-16.7339,33.04,43,0,2.57,GM,1704327309
492,savanna-la-mar,18.219,-78.1332,26.63,83,50,0.83,JM,1704327310
493,quelimane,-17.8786,36.8883,24.97,94,0,1.03,MZ,1704327311
494,ciudad mante,22.7333,-98.9667,20.75,64,21,4.22,MX,1704326769
495,magnolia,33.2671,-93.2393,4.93,75,18,1.01,US,1704327092
496,gisborne,-38.6533,178.0042,20.45,67,55,6.61,NZ,1704327172
497,aldinga beach,-35.2793,138.4604,25.7,77,100,3.94,AU,1704327313
498,gharyan,32.1722,13.0203,9.68,62,2,3.02,LY,1704327314
499,ust'-barguzin,53.45,108.9833,-10.8,96,100,1.39,RU,1704327314
500,sinmak,38.4167,126.2333,-3.11,89,19,1.48,KP,1704327315
501,luganville,-15.5333,167.1667,27.81,82,100,3.57,VU,1704327054
502,sosnovo-ozerskoye,52.5249,111.5418,-21.78,100,99,1.24,RU,1704327144
503,jiayuguan,39.8167,98.3,-5.03,43,100,0.46,CN,1704327317
504,makakilo city,21.3469,-158.0858,27.18,59,0,6.17,US,1704327318
505,georgievka,49.3314,81.5761,-9.08,90,97,2.41,KZ,1704327318
506,pailon,-17.65,-62.75,25.5,93,90,1.14,BO,1704327319
507,bardsir,29.9227,56.5743,4.96,69,0,1.97,IR,1704327320
508,elverum,60.8819,11.5623,-18.51,97,100,2.34,NO,1704327320
509,leh,34.1667,77.5833,-9.37,42,18,0.29,IN,1704327321
510,cacule,-14.5033,-42.2222,21.67,94,97,1.23,BR,1704327322
511,guapimirim,-22.5372,-42.9819,24.84,95,95,2.3,BR,1704327322
512,kimbe,-5.5502,150.1429,31.23,66,83,0.95,PG,1704327323
513,mongo,12.1844,18.693,22.18,14,35,2.72,TD,1704327324
514,sungailiat,-1.85,106.1333,25.37,92,100,4.62,ID,1704327325
515,novyy urgal,51.0736,132.5642,-21.33,98,100,0.85,RU,1704327326
516,brasileia,-11.0161,-68.7481,25.18,92,90,0.22,BR,1704327326
517,praya,14.9215,-23.5087,22.3,83,0,7.2,CV,1704327327
518,lewistown,40.5992,-77.5714,2.71,87,0,0.0,US,1704327327
519,aswan,24.0934,32.907,16.56,67,4,3.62,EG,1704327328
520,aykhal,66.0,111.5,-31.29,97,100,1.98,RU,1704327329
521,bayanhongor,46.7167,100.1167,-26.31,80,4,1.87,MN,1704327329
522,paradip garh,20.3167,86.6167,17.18,58,0,2.9,IN,1704327330
523,naze,28.3667,129.4833,14.51,58,1,7.54,JP,1704327331
524,henryetta,35.4398,-95.9819,7.65,73,0,2.68,US,1704327331
525,akonolinga,3.7667,12.25,19.48,74,52,0.89,CM,1704327332
526,tabalosos,-6.35,-76.6833,22.11,96,77,1.65,PE,1704327332
527,kuanda,56.3161,116.0806,-25.17,96,95,0.24,RU,1704327333
528,katsuura,35.1333,140.3,9.01,69,89,9.76,JP,1704327333
529,konarka,19.9,86.1167,14.22,58,0,3.27,IN,1704327334
530,as saffaniyah,27.9708,48.73,16.33,61,1,6.54,SA,1704327335
531,kharp,66.8014,65.8081,-20.86,91,100,4.57,RU,1704327335
532,axim,4.8699,-2.2405,26.89,84,3,2.33,GH,1704327336
533,bukan,36.521,46.2089,1.47,82,14,2.3,IR,1704327336
534,brazzaville,-4.2658,15.2832,21.86,93,94,0.93,CG,1704327337
535,araraquara,-21.7944,-48.1756,20.99,92,87,2.71,BR,1704327338
536,jucurutu,-6.0339,-37.0203,28.97,66,56,3.92,BR,1704327338
537,qala i naw,34.9874,63.1289,10.47,44,72,3.39,AF,1704327090
538,cabedelo,-6.9811,-34.8339,27.37,77,6,4.14,BR,1704327297
539,port-cartier,50.0334,-66.8654,-5.18,82,81,1.35,CA,1704327340
540,midvagur,62.0511,-7.1939,4.46,87,75,9.26,FO,1704327341
541,minas de marcona,-15.2119,-75.1103,17.96,83,70,4.72,PE,1704327342
542,burang,30.25,81.1667,-11.21,42,0,0.66,CN,1704327342
543,dryden,49.7833,-92.7503,-13.84,85,20,2.57,CA,1704327343
544,pueblo,38.2545,-104.6091,5.78,47,0,0.0,US,1704327343
545,cortez,37.3489,-108.5859,5.42,38,75,1.54,US,1704327344
546,bikenibeu village,1.3673,173.1241,28.11,81,100,6.85,KI,1704327344
547,tarancon,40.0085,-3.0073,8.99,94,100,1.49,ES,1704327344
548,san-pedro,4.7485,-6.6363,26.3,82,83,2.57,CI,1704327346
549,sao jose de ribamar,-2.5619,-44.0542,28.21,84,50,5.07,BR,1704327346
550,annau,37.8876,58.516,12.72,41,40,4.12,TM,1704327347
551,port saint john's,-31.6229,29.5448,21.37,94,100,2.39,ZA,1704327347
552,bodo,67.28,14.405,-7.98,49,0,10.8,NO,1704327348
553,la'ie,21.6477,-157.9253,27.98,63,26,4.02,US,1704327348
554,yerofey pavlovich,53.9667,121.9667,-26.83,99,100,1.1,RU,1704327349
